"OPTION_ITEM_ID","BRAND_ID","OPTION_NAME","OPTION_DESC","OPTION_PRICE","OPTION_TYPE","OPTION_CATEGORY","SELECT_RULE"
20176,20002,MORNING_트렌디 | 컨비니언스,"인조가죽 스티어링 휠
가죽 변속기 노브
열선 스티어링 휠
[트렌디 적용 시 추가]
전동접이&락폴딩 아웃사이드 미러, 뒷좌석 파워윈도우",150000,SINGLE,etc,MULTI
20177,20002,MORNING_트렌디 | 8인치 내비게이션,"8인치 내비게이션(기아 커넥트, 폰 프로젝션, 인카페이먼트)
내비게이션 무선 업데이트
[트렌디 적용 시 추가]
6스피커, 전자식 룸미러, 풀오토 에어컨
[프레스티지/시그니처/GT-Line 적용 시 추가]
6스피커, 전자식 룸미러
※ 버튼시동 PACK 선택 시에만 적용 가능합니다.",800000,SINGLE,assistant,MULTI
20178,20002,MORNING_트렌디 | 선루프,선루프 적용,0,SINGLE,etc,MULTI
20179,20002,MORNING_프레스티지 | 버튼시동 PACK,"버튼시동 스마트키 시스템(원격시동 포함)
하이패스 자동결제 시스템",0,SINGLE,assistant,MULTI
20180,20002,MORNING_프레스티지 | 컴포트,"인조가죽시트(블랙)
앞좌석 열선시트
운전석 시트 암레스트
운전석 시트 높이조절장치
앞좌석 시트벨트 높이조절장치
동승석 시트백 포켓",0,SINGLE,assistant,MULTI
20181,20002,MORNING_프레스티지 | 스타일,"[트렌디 적용 시]
LED 헤드램프, 프론트 LED 턴시그널램프, LED 주간주행등, LED 리어 콤비네이션램프, 14인치 알로이 휠, LED 리피터 일체형 아웃사이드 미러
[프레스티지/시그니처 적용 시]
LED 헤드램프, 프론트 LED 턴시그니얼램프, LED 주간주행등, LED 리어 콤비네이션램프, 프론트 LED 센터 포지셔닝 램프",850000,SINGLE,etc,MULTI
20182,20002,MORNING_프레스티지 | 16인치 전면가공 휠,"[트렌디 적용 시]
195/45 R16 타이어&전면가공 휠, 후륜 디스크 브레이크
[프레스티지 적용 시]
195/45 R16 타이어&전면가공 휠, 후륜 디스크 브레이크, 전자식 파킹 브레이크(오토홀드 포함)
※ 트렌디: 스타일/16인치 전면가공 휠 중복 선택 시 14인치 알로이 휠 미적용",650000,SINGLE,wheel,MULTI
20183,20002,MORNING_프레스티지 | 컨비니언스,"인조가죽 스티어링 휠
가죽 변속기 노브
열선 스티어링 휠
[트렌디 적용 시 추가]
전동접이&락폴딩 아웃사이드 미러, 뒷좌석 파워윈도우",150000,SINGLE,etc,MULTI
20184,20002,MORNING_프레스티지 | 드라이브 와이즈,"전방 충돌방지 보조(교차로 대향차/정면 대향차)
스마트 크루즈 컨트롤(정차&재출발)
후측방 충돌 경고
후측방 충돌방지 보조(전진 출차)
후방 교차 충돌방지 보조
안전 하차 경고
※ 내비게이션 적용 시: 내비게이션 기반 스마트 크루즈 컨트롤(고속도로/자동차 전용도로 內 안전구간/곡선로), 고속도로 주행보조 기능 지원
※ 프레스티지: 16인치 전면가공 휠 선택 시 선택 가능",500000,SINGLE,assistant,MULTI
20185,20002,MORNING_프레스티지 | 8인치 내비게이션,"8인치 내비게이션(기아 커넥트, 폰 프로젝션, 인카페이먼트)
내비게이션 무선 업데이트
[트렌디 적용 시 추가]
6스피커, 전자식 룸미러, 풀오토 에어컨
[프레스티지/시그니처/GT-Line 적용 시 추가]
6스피커, 전자식 룸미러
※ 버튼시동 PACK 선택 시에만 적용 가능합니다.",800000,SINGLE,assistant,MULTI
20186,20002,MORNING_시그니처 | 버튼시동 PACK,"버튼시동 스마트키 시스템(원격시동 포함)
하이패스 자동결제 시스템",0,SINGLE,assistant,MULTI
20187,20002,MORNING_시그니처 | 16인치 전면가공 휠,"[트렌디 적용 시]
195/45 R16 타이어&전면가공 휠, 후륜 디스크 브레이크
[프레스티지 적용 시]
195/45 R16 타이어&전면가공 휠, 후륜 디스크 브레이크, 전자식 파킹 브레이크(오토홀드 포함)
※ 트렌디: 스타일/16인치 전면가공 휠 중복 선택 시 14인치 알로이 휠 미적용",0,SINGLE,wheel,MULTI
20188,20002,MORNING_시그니처 | 컴포트,"인조가죽시트(블랙)
앞좌석 열선시트
운전석 시트 암레스트
운전석 시트 높이조절장치
앞좌석 시트벨트 높이조절장치
동승석 시트백 포켓",0,SINGLE,assistant,MULTI
20189,20002,K5_GASOLINE_TURBO_Signature | 파노라마 선루프,파노라마 선루프,1090000,SINGLE,etc,MULTI
20190,20002,K5_LPG_Prestige | 드라이브 와이즈,"주행 보조 및 안전 사양 구성(할인 패키지 아님, 단일 옵션)",740000,SINGLE,assistant,MULTI
20191,20002,K5_LPG_Prestige | 12.3인치 클러스터 팩,"12.3인치 클러스터 및 디스플레이/편의 구성",1190000,SINGLE,assistant,MULTI
20192,20002,K5_LPG_Prestige | 파노라마 선루프,파노라마 선루프,1090000,SINGLE,etc,MULTI
20193,20002,K5_LPG_Noblesse | 컴포트,"시트/편의 사양 중심 컴포트 구성(할인 패키지 아님, 단일 옵션)",590000,SINGLE,assistant,MULTI
20194,20002,K5_LPG_Noblesse | 드라이브 와이즈,"주행 보조 및 안전 사양 구성(할인 패키지 아님, 단일 옵션)",450000,SINGLE,assistant,MULTI
20195,20002,K5_LPG_Noblesse | HUD+빌트인캠2,헤드업 디스플레이 + 빌트인 캠 2 구성,1090000,SINGLE,assistant,MULTI
20196,20002,K5_LPG_Noblesse | KRELL 프리미엄 사운드,KRELL 프리미엄 사운드 시스템,590000,SINGLE,etc,MULTI
20197,20002,K5_LPG_Noblesse | 스마트커넥트,디지털 키/무선충전/트렁크 등 스마트 편의 구성,300000,SINGLE,etc,MULTI
20198,20002,K5_LPG_Noblesse | 파노라마 선루프,파노라마 선루프,1090000,SINGLE,etc,MULTI
20199,20002,K5_LPG_Signature | 컴포트,"시트/편의 사양 중심 컴포트 구성(할인 패키지 아님, 단일 옵션)",490000,SINGLE,assistant,MULTI
20200,20002,K5_LPG_Signature | HUD+빌트인캠2,헤드업 디스플레이 + 빌트인 캠 2 구성,1090000,SINGLE,assistant,MULTI
20201,20002,K5_LPG_Signature | KRELL 프리미엄 사운드,KRELL 프리미엄 사운드 시스템,590000,SINGLE,etc,MULTI
20202,20002,K5_LPG_Signature | 파노라마 선루프,파노라마 선루프,1090000,SINGLE,etc,MULTI
20203,20002,K5_LPG_RENTAL_Trendy | 컴포트,"시트/편의 사양 중심 컴포트 구성(할인 패키지 아님, 단일 옵션)",540000,SINGLE,assistant,MULTI
20204,20002,K5_LPG_RENTAL_Trendy | 애프터마켓용 컬렉션,렌터카용 애프터마켓 장착 지원 구성,250000,SINGLE,etc,MULTI
20205,20002,K5_LPG_RENTAL_Trendy | 하이패스 시스템,하이패스 자동결제 시스템,200000,SINGLE,etc,MULTI
20206,20002,K5_LPG_RENTAL_Trendy | SBW 팩,전자식 변속 다이얼/EPB 등 구성,480000,SINGLE,etc,MULTI
20207,20002,K5_LPG_RENTAL_Trendy | 드라이브 와이즈,"주행 보조 및 안전 사양 구성(할인 패키지 아님, 단일 옵션)",700000,SINGLE,assistant,MULTI
20208,20002,K5_LPG_RENTAL_Trendy | 파노라마 선루프,파노라마 선루프,1030000,SINGLE,etc,MULTI
20209,20002,K5_LPG_RENTAL_Prestige | 애프터마켓용 컬렉션,렌터카용 애프터마켓 장착 지원 구성,250000,SINGLE,etc,MULTI
20210,20002,K5_LPG_RENTAL_Prestige | SBW 팩,전자식 변속 다이얼/EPB 등 구성,480000,SINGLE,etc,MULTI
20211,20002,K5_LPG_RENTAL_Prestige | 드라이브 와이즈,"주행 보조 및 안전 사양 구성(할인 패키지 아님, 단일 옵션)",700000,SINGLE,assistant,MULTI
20212,20002,K5_LPG_RENTAL_Prestige | 12.3인치 클러스터 팩,"12.3인치 클러스터 및 디스플레이/편의 구성",700000,SINGLE,assistant,MULTI
20360,20002,EV9_AIR_LONGRANGE_4WD | 후석 스마트 엔터테인먼트 시스템,후석 승객을 위한 디스플레이 기반 엔터테인먼트 사양,2770000,SINGLE,assistant,MULTI
20361,20002,EV9_AIR_LONGRANGE_4WD | 사이드 스텝,승하차 편의를 위한 사이드 스텝 장착,540000,SINGLE,etc,MULTI
20362,20002,EV9_AIR_LONGRANGE_4WD | 리버서블 러기지 매트,적재 공간 보호 및 활용도를 높이는 러기지 매트,100000,SINGLE,etc,MULTI
20363,20002,EV9_AIR_LONGRANGE_4WD | 차량 보호 필름 I,외장 보호를 위한 차량 전용 보호 필름,520000,SINGLE,etc,MULTI
20364,20002,EV9_AIR_LONGRANGE_4WD | 차량 보호 필름 II,외장 보호를 위한 차량 전용 보호 필름,520000,SINGLE,etc,MULTI
20365,20002,EV9_AIR_LONGRANGE_4WD | 19인치 휠,"19인치 휠 적용으로 외관 디자인 및 주행 성능 강화",1680000,SINGLE,wheel,MULTI
20366,20002,EV9_AIR_LONGRANGE_4WD | 21인치 휠 I,"21인치 휠 I 적용으로 외관 디자인 및 주행 성능 강화",1380000,SINGLE,wheel,MULTI
20367,20002,EV9_AIR_LONGRANGE_4WD | 21인치 휠 II,"21인치 휠 II 적용으로 외관 디자인 및 주행 성능 강화",1380000,SINGLE,wheel,MULTI
20368,20002,EV9_EARTH_LONGRANGE_4WD | 라운지 패키지,후석 거주성을 높인 라운지 전용 사양,5440000,SINGLE,etc,MULTI
20369,20002,EV9_EARTH_LONGRANGE_4WD | 트레일러 패키지,견인 장치 및 트레일러 주행을 위한 전용 사양,1680000,SINGLE,etc,MULTI
20370,20002,EV9_EARTH_LONGRANGE_4WD | 캠핑 패키지,야외 활동에 최적화된 캠핑 전용 사양,1380000,SINGLE,etc,MULTI
20371,20002,EV9_EARTH_LONGRANGE_4WD | 후석 스마트 엔터테인먼트 시스템,후석 승객을 위한 디스플레이 기반 엔터테인먼트 사양,2770000,SINGLE,assistant,MULTI
20372,20002,EV9_EARTH_LONGRANGE_4WD | 사이드 스텝,승하차 편의를 위한 사이드 스텝 장착,540000,SINGLE,etc,MULTI
20373,20002,EV9_EARTH_LONGRANGE_4WD | 리버서블 러기지 매트,적재 공간 보호 및 활용도를 높이는 러기지 매트,100000,SINGLE,etc,MULTI
20374,20002,EV9_EARTH_LONGRANGE_4WD | 차량 보호 필름 I,외장 보호를 위한 차량 전용 보호 필름,520000,SINGLE,etc,MULTI
20375,20002,EV9_EARTH_LONGRANGE_4WD | 차량 보호 필름 II,외장 보호를 위한 차량 전용 보호 필름,520000,SINGLE,etc,MULTI
20376,20002,EV9_EARTH_LONGRANGE_4WD | 19인치 휠,"19인치 휠 적용으로 외관 디자인 및 주행 성능 강화",1680000,SINGLE,wheel,MULTI
20377,20002,EV9_EARTH_LONGRANGE_4WD | 21인치 휠 I,"21인치 휠 I 적용으로 외관 디자인 및 주행 성능 강화",1380000,SINGLE,wheel,MULTI
20378,20002,EV9_EARTH_LONGRANGE_4WD | 21인치 휠 II,"21인치 휠 II 적용으로 외관 디자인 및 주행 성능 강화",1380000,SINGLE,wheel,MULTI
20379,20002,EV9_GTLINE_LONGRANGE_4WD | 라운지 패키지,후석 거주성을 높인 라운지 전용 사양,5440000,SINGLE,etc,MULTI
20380,20002,EV9_GTLINE_LONGRANGE_4WD | 트레일러 패키지,견인 장치 및 트레일러 주행을 위한 전용 사양,1680000,SINGLE,etc,MULTI
20381,20002,EV9_GTLINE_LONGRANGE_4WD | 캠핑 패키지,야외 활동에 최적화된 캠핑 전용 사양,1380000,SINGLE,etc,MULTI
20382,20002,EV9_GTLINE_LONGRANGE_4WD | 후석 스마트 엔터테인먼트 시스템,후석 승객을 위한 디스플레이 기반 엔터테인먼트 사양,2770000,SINGLE,assistant,MULTI
20383,20002,EV9_GTLINE_LONGRANGE_4WD | 사이드 스텝,승하차 편의를 위한 사이드 스텝 장착,540000,SINGLE,etc,MULTI
20384,20002,EV9_GTLINE_LONGRANGE_4WD | 리버서블 러기지 매트,적재 공간 보호 및 활용도를 높이는 러기지 매트,100000,SINGLE,etc,MULTI
20385,20002,EV9_GTLINE_LONGRANGE_4WD | 차량 보호 필름 I,외장 보호를 위한 차량 전용 보호 필름,520000,SINGLE,etc,MULTI
20386,20002,EV9_GTLINE_LONGRANGE_4WD | 차량 보호 필름 II,외장 보호를 위한 차량 전용 보호 필름,520000,SINGLE,etc,MULTI
20387,20002,EV9_GTLINE_LONGRANGE_4WD | 19인치 휠,"19인치 휠 적용으로 외관 디자인 및 주행 성능 강화",1680000,SINGLE,wheel,MULTI
20388,20002,EV9_GTLINE_LONGRANGE_4WD | 21인치 휠 I,"21인치 휠 I 적용으로 외관 디자인 및 주행 성능 강화",1380000,SINGLE,wheel,MULTI
20389,20002,EV9_GTLINE_LONGRANGE_4WD | 21인치 휠 II,"21인치 휠 II 적용으로 외관 디자인 및 주행 성능 강화",1380000,SINGLE,wheel,MULTI
20390,20002,MORNING_트렌디 | 버튼시동 PACK,"버튼시동 스마트키 시스템(원격시동 포함)
하이패스 자동결제 시스템",500000,SINGLE,assistant,MULTI
20391,20002,K5_HYBRID_Prestige | 스타일,"휠/램프 등 스타일 패키지(할인 패키지 아님, 단일 옵션)",1090000,SINGLE,wheel,MULTI
20392,20002,K5_HYBRID_Prestige | 컴포트,"시트/편의 사양 중심 컴포트 구성(할인 패키지 아님, 단일 옵션)",990000,SINGLE,assistant,MULTI
20393,20002,K5_HYBRID_Prestige | 드라이브 와이즈,"주행 보조 및 안전 사양 구성(할인 패키지 아님, 단일 옵션)",740000,SINGLE,assistant,MULTI
20394,20002,K5_HYBRID_Prestige | 12.3인치 클러스터 팩,"12.3인치 클러스터 및 디스플레이/편의 구성",690000,SINGLE,assistant,MULTI
20395,20002,K5_HYBRID_Prestige | HUD+빌트인캠2,헤드업 디스플레이 + 빌트인 캠 2 구성,1090000,SINGLE,assistant,MULTI
20396,20002,K5_HYBRID_Prestige | KRELL 프리미엄 사운드,KRELL 프리미엄 사운드 시스템,590000,SINGLE,etc,MULTI
20397,20002,K5_HYBRID_Prestige | 스마트커넥트,디지털 키/무선충전/트렁크 등 스마트 편의 구성,890000,SINGLE,etc,MULTI
20398,20002,K5_HYBRID_Prestige | 파노라마 선루프,파노라마 선루프,1090000,SINGLE,etc,MULTI
20399,20002,K5_HYBRID_Noblesse | 스타일,"휠/램프 등 스타일 패키지(할인 패키지 아님, 단일 옵션)",890000,SINGLE,wheel,MULTI
20400,20002,K5_HYBRID_Noblesse | 컴포트,"시트/편의 사양 중심 컴포트 구성(할인 패키지 아님, 단일 옵션)",890000,SINGLE,assistant,MULTI
20401,20002,K5_HYBRID_Noblesse | 드라이브 와이즈,"주행 보조 및 안전 사양 구성(할인 패키지 아님, 단일 옵션)",450000,SINGLE,assistant,MULTI
20402,20002,K5_HYBRID_Noblesse | 12.3인치 클러스터 팩,"12.3인치 클러스터 및 디스플레이/편의 구성",0,SINGLE,assistant,MULTI
20403,20002,K5_HYBRID_Noblesse | HUD+빌트인캠2,헤드업 디스플레이 + 빌트인 캠 2 구성,1090000,SINGLE,assistant,MULTI
20404,20002,K5_HYBRID_Noblesse | KRELL 프리미엄 사운드,KRELL 프리미엄 사운드 시스템,590000,SINGLE,etc,MULTI
20405,20002,K5_HYBRID_Noblesse | 스마트커넥트,디지털 키/무선충전/트렁크 등 스마트 편의 구성,300000,SINGLE,etc,MULTI
20406,20002,K5_HYBRID_Noblesse | 파노라마 선루프,파노라마 선루프,1090000,SINGLE,etc,MULTI
20407,20002,K5_HYBRID_Signature | 스타일,"휠/램프 등 스타일 패키지(할인 패키지 아님, 단일 옵션)",200000,SINGLE,wheel,MULTI
20408,20002,K5_HYBRID_Signature | 컴포트,"시트/편의 사양 중심 컴포트 구성(할인 패키지 아님, 단일 옵션)",590000,SINGLE,assistant,MULTI
20409,20002,K5_HYBRID_Signature | 드라이브 와이즈,"주행 보조 및 안전 사양 구성(할인 패키지 아님, 단일 옵션)",0,SINGLE,assistant,MULTI
20410,20002,K5_HYBRID_Signature | 12.3인치 클러스터 팩,"12.3인치 클러스터 및 디스플레이/편의 구성",0,SINGLE,assistant,MULTI
20411,20002,K5_HYBRID_Signature | HUD+빌트인캠2,헤드업 디스플레이 + 빌트인 캠 2 구성,1090000,SINGLE,assistant,MULTI
20412,20002,K5_HYBRID_Signature | KRELL 프리미엄 사운드,KRELL 프리미엄 사운드 시스템,590000,SINGLE,etc,MULTI
20413,20002,K5_HYBRID_Signature | 스마트커넥트,디지털 키/무선충전/트렁크 등 스마트 편의 구성,0,SINGLE,etc,MULTI
20414,20002,K5_HYBRID_Signature | 블랙 핏,블랙 전용 내/외장 디자인 요소,690000,SINGLE,etc,MULTI
20415,20002,K5_HYBRID_Signature | 파노라마 선루프,파노라마 선루프,1090000,SINGLE,etc,MULTI
20416,20002,K5_GASOLINE_Prestige | 스타일,"휠/램프 등 스타일 패키지(할인 패키지 아님, 단일 옵션)",890000,SINGLE,wheel,MULTI
20417,20002,K5_GASOLINE_Prestige | 컴포트,"시트/편의 사양 중심 컴포트 구성(할인 패키지 아님, 단일 옵션)",990000,SINGLE,assistant,MULTI
20418,20002,K5_GASOLINE_Prestige | 드라이브 와이즈,"주행 보조 및 안전 사양 구성(할인 패키지 아님, 단일 옵션)",740000,SINGLE,assistant,MULTI
20419,20002,K5_GASOLINE_Prestige | 12.3인치 클러스터 팩,"12.3인치 클러스터 및 디스플레이/편의 구성",1040000,SINGLE,assistant,MULTI
20420,20002,K5_GASOLINE_Prestige | HUD+빌트인캠2,헤드업 디스플레이 + 빌트인 캠 2 구성,1090000,SINGLE,assistant,MULTI
20421,20002,K5_GASOLINE_Prestige | KRELL 프리미엄 사운드,KRELL 프리미엄 사운드 시스템,590000,SINGLE,etc,MULTI
20422,20002,K5_GASOLINE_Prestige | 스마트커넥트,디지털 키/무선충전/트렁크 등 스마트 편의 구성,890000,SINGLE,etc,MULTI
20423,20002,K5_GASOLINE_Prestige | 파노라마 선루프,파노라마 선루프,1090000,SINGLE,etc,MULTI
20424,20002,K5_GASOLINE_Noblesse | 스타일,"휠/램프 등 스타일 패키지(할인 패키지 아님, 단일 옵션)",890000,SINGLE,wheel,MULTI
20425,20002,K5_GASOLINE_Noblesse | 컴포트,"시트/편의 사양 중심 컴포트 구성(할인 패키지 아님, 단일 옵션)",890000,SINGLE,assistant,MULTI
20426,20002,K5_GASOLINE_Noblesse | 드라이브 와이즈,"주행 보조 및 안전 사양 구성(할인 패키지 아님, 단일 옵션)",450000,SINGLE,assistant,MULTI
20427,20002,K5_GASOLINE_Noblesse | 12.3인치 클러스터 팩,"12.3인치 클러스터 및 디스플레이/편의 구성",0,SINGLE,assistant,MULTI
20428,20002,K5_GASOLINE_Noblesse | HUD+빌트인캠2,헤드업 디스플레이 + 빌트인 캠 2 구성,1090000,SINGLE,assistant,MULTI
20429,20002,K5_GASOLINE_Noblesse | KRELL 프리미엄 사운드,KRELL 프리미엄 사운드 시스템,590000,SINGLE,etc,MULTI
20430,20002,K5_GASOLINE_Noblesse | 스마트커넥트,디지털 키/무선충전/트렁크 등 스마트 편의 구성,300000,SINGLE,etc,MULTI
20431,20002,K5_GASOLINE_Noblesse | 파노라마 선루프,파노라마 선루프,1090000,SINGLE,etc,MULTI
20432,20002,K5_GASOLINE_Signature | 스타일,"휠/램프 등 스타일 패키지(할인 패키지 아님, 단일 옵션)",0,SINGLE,wheel,MULTI
20433,20002,K5_GASOLINE_Signature | 컴포트,"시트/편의 사양 중심 컴포트 구성(할인 패키지 아님, 단일 옵션)",590000,SINGLE,assistant,MULTI
20434,20002,K5_GASOLINE_Signature | 드라이브 와이즈,"주행 보조 및 안전 사양 구성(할인 패키지 아님, 단일 옵션)",0,SINGLE,assistant,MULTI
20435,20002,K5_GASOLINE_Signature | 12.3인치 클러스터 팩,"12.3인치 클러스터 및 디스플레이/편의 구성",0,SINGLE,assistant,MULTI
20436,20002,K5_GASOLINE_Signature | HUD+빌트인캠2,헤드업 디스플레이 + 빌트인 캠 2 구성,1090000,SINGLE,assistant,MULTI
20437,20002,K5_GASOLINE_Signature | KRELL 프리미엄 사운드,KRELL 프리미엄 사운드 시스템,590000,SINGLE,etc,MULTI
20438,20002,K5_GASOLINE_Signature | 스마트커넥트,디지털 키/무선충전/트렁크 등 스마트 편의 구성,0,SINGLE,etc,MULTI
20439,20002,K5_GASOLINE_Signature | 블랙 핏,블랙 전용 내/외장 디자인 요소,490000,SINGLE,etc,MULTI
20440,20002,K5_GASOLINE_Signature | 파노라마 선루프,파노라마 선루프,1090000,SINGLE,etc,MULTI
20441,20002,K5_GASOLINE_Smart Selection | 12.3인치 클러스터 팩,"12.3인치 클러스터 및 디스플레이/편의 구성",1300000,SINGLE,assistant,MULTI
20442,20002,K5_GASOLINE_Smart Selection | 드라이브 와이즈,"주행 보조 및 안전 사양 구성(할인 패키지 아님, 단일 옵션)",1140000,SINGLE,assistant,MULTI
20443,20002,K5_GASOLINE_Smart Selection | 파노라마 선루프,파노라마 선루프,1090000,SINGLE,etc,MULTI
20444,20002,EV9_AIR_STANDARD_2WD | 블랙 인테리어,블랙 인테리어 테마의 시트 및 실내 마감 사양,0,SINGLE,interior,SINGLE
20445,20002,EV9_AIR_STANDARD_2WD | 라이트 그레이 인테리어,라이트 그레이 인테리어 테마의 시트 및 실내 마감 사양,0,SINGLE,interior,SINGLE
20446,20002,EV9_AIR_STANDARD_2WD | 브라운 인테리어,브라운 인테리어 테마의 시트 및 실내 마감 사양,0,SINGLE,interior,SINGLE
20447,20002,EV9_EARTH_STANDARD_2WD | 블랙 인테리어,블랙 인테리어 테마의 시트 및 실내 마감 사양,0,SINGLE,interior,SINGLE
20448,20002,EV9_EARTH_STANDARD_2WD | 라이트 그레이 인테리어,라이트 그레이 인테리어 테마의 시트 및 실내 마감 사양,0,SINGLE,interior,SINGLE
20449,20002,EV9_EARTH_STANDARD_2WD | 브라운 인테리어,브라운 인테리어 테마의 시트 및 실내 마감 사양,0,SINGLE,interior,SINGLE
20450,20002,EV9_AIR_LONGRANGE_2WD | 블랙 인테리어,블랙 인테리어 테마의 시트 및 실내 마감 사양,0,SINGLE,interior,SINGLE
20451,20002,EV9_AIR_LONGRANGE_2WD | 라이트 그레이 인테리어,라이트 그레이 인테리어 테마의 시트 및 실내 마감 사양,0,SINGLE,interior,SINGLE
20452,20002,EV9_AIR_LONGRANGE_2WD | 브라운 인테리어,브라운 인테리어 테마의 시트 및 실내 마감 사양,0,SINGLE,interior,SINGLE
20453,20002,EV9_EARTH_LONGRANGE_2WD | 블랙 인테리어,블랙 인테리어 테마의 시트 및 실내 마감 사양,0,SINGLE,interior,SINGLE
20454,20002,EV9_EARTH_LONGRANGE_2WD | 라이트 그레이 인테리어,라이트 그레이 인테리어 테마의 시트 및 실내 마감 사양,0,SINGLE,interior,SINGLE
20455,20002,EV9_EARTH_LONGRANGE_2WD | 브라운 인테리어,브라운 인테리어 테마의 시트 및 실내 마감 사양,0,SINGLE,interior,SINGLE
20456,20002,EV9_AIR_LONGRANGE_4WD | 블랙 인테리어,블랙 인테리어 테마의 시트 및 실내 마감 사양,0,SINGLE,interior,SINGLE
20457,20002,EV9_AIR_LONGRANGE_4WD | 라이트 그레이 인테리어,라이트 그레이 인테리어 테마의 시트 및 실내 마감 사양,0,SINGLE,interior,SINGLE
20458,20002,EV9_AIR_LONGRANGE_4WD | 브라운 인테리어,브라운 인테리어 테마의 시트 및 실내 마감 사양,0,SINGLE,interior,SINGLE
20459,20002,EV9_EARTH_LONGRANGE_4WD | 블랙 인테리어,블랙 인테리어 테마의 시트 및 실내 마감 사양,0,SINGLE,interior,SINGLE
20460,20002,EV9_EARTH_LONGRANGE_4WD | 라이트 그레이 인테리어,라이트 그레이 인테리어 테마의 시트 및 실내 마감 사양,0,SINGLE,interior,SINGLE
20461,20002,EV9_EARTH_LONGRANGE_4WD | 브라운 인테리어,브라운 인테리어 테마의 시트 및 실내 마감 사양,0,SINGLE,interior,SINGLE
20462,20002,EV9_GTLINE_LONGRANGE_4WD | 블랙&화이트 인테리어,블랙&화이트 인테리어 테마의 시트 및 실내 마감 사양,0,SINGLE,interior,SINGLE
20463,20002,EV9_GTLINE_LONGRANGE_4WD | 네이비 인테리어,네이비 인테리어 테마의 시트 및 실내 마감 사양,0,SINGLE,interior,SINGLE
20464,20002,EV9_GTLINE_LONGRANGE_4WD | 브라운 인테리어,브라운 인테리어 테마의 시트 및 실내 마감 사양,0,SINGLE,interior,SINGLE
20465,20002,EV9_AIR_STANDARD_2WD | 6인승,"6인승 시트 구성 선택 사양",490000,SINGLE,seats,SINGLE
20466,20002,EV9_AIR_STANDARD_2WD | 컨비니언스,전동/편의 기능을 포함한 편의 사양 묶음,1090000,SINGLE,assistant,MULTI
20467,20002,EV9_AIR_STANDARD_2WD | 헤드업 디스플레이,주행 정보를 전면 유리에 투영해 시인성을 높이는 사양,590000,SINGLE,assistant,MULTI
20468,20002,EV9_AIR_STANDARD_2WD | 스타일,외관 디자인 요소를 강화한 스타일 사양,1480000,SINGLE,etc,MULTI
20469,20002,EV9_AIR_STANDARD_2WD | 메리디안 프리미엄 사운드,메리디안 프리미엄 오디오 시스템 적용,1190000,SINGLE,etc,MULTI
20470,20002,EV9_AIR_STANDARD_2WD | 빌트인 캠 2,주행 영상 녹화가 가능한 빌트인 블랙박스 시스템,590000,SINGLE,etc,MULTI
20471,20002,EV9_AIR_STANDARD_2WD | 듀얼 선루프,개방감을 높여주는 파노라마 글래스 루프,1190000,SINGLE,etc,MULTI
20472,20002,EV9_AIR_LONGRANGE_2WD | 6인승,"6인승 시트 구성 선택 사양",490000,SINGLE,seats,SINGLE
20473,20002,EV9_AIR_LONGRANGE_2WD | 컨비니언스,전동/편의 기능을 포함한 편의 사양 묶음,1090000,SINGLE,assistant,MULTI
20474,20002,EV9_AIR_LONGRANGE_2WD | 헤드업 디스플레이,주행 정보를 전면 유리에 투영해 시인성을 높이는 사양,590000,SINGLE,assistant,MULTI
20475,20002,EV9_AIR_LONGRANGE_2WD | 스타일,외관 디자인 요소를 강화한 스타일 사양,1480000,SINGLE,etc,MULTI
20476,20002,EV9_AIR_LONGRANGE_2WD | 메리디안 프리미엄 사운드,메리디안 프리미엄 오디오 시스템 적용,1190000,SINGLE,etc,MULTI
20477,20002,EV9_AIR_LONGRANGE_2WD | 빌트인 캠 2,주행 영상 녹화가 가능한 빌트인 블랙박스 시스템,590000,SINGLE,etc,MULTI
20478,20002,EV9_AIR_LONGRANGE_2WD | 듀얼 선루프,개방감을 높여주는 파노라마 글래스 루프,1190000,SINGLE,etc,MULTI
20479,20002,EV9_AIR_LONGRANGE_2WD | 20인치 휠,"20인치 휠 적용으로 외관 디자인 및 주행 성능 강화",590000,SINGLE,wheel,MULTI
20480,20002,EV9_EARTH_STANDARD_2WD | 6인승,"6인승 시트 구성 선택 사양",490000,SINGLE,seats,SINGLE
20481,20002,EV9_EARTH_STANDARD_2WD | 컨비니언스,전동/편의 기능을 포함한 편의 사양 묶음,0,SINGLE,assistant,MULTI
20482,20002,EV9_EARTH_STANDARD_2WD | 헤드업 디스플레이,주행 정보를 전면 유리에 투영해 시인성을 높이는 사양,0,SINGLE,assistant,MULTI
20483,20002,EV9_EARTH_STANDARD_2WD | 스타일,외관 디자인 요소를 강화한 스타일 사양,1480000,SINGLE,etc,MULTI
20484,20002,EV9_EARTH_STANDARD_2WD | 메리디안 프리미엄 사운드,메리디안 프리미엄 오디오 시스템 적용,0,SINGLE,etc,MULTI
20485,20002,EV9_EARTH_STANDARD_2WD | 빌트인 캠 2,주행 영상 녹화가 가능한 빌트인 블랙박스 시스템,590000,SINGLE,etc,MULTI
20486,20002,EV9_EARTH_STANDARD_2WD | 듀얼 선루프,개방감을 높여주는 파노라마 글래스 루프,1190000,SINGLE,etc,MULTI
